municipio,provincia,municipio_nombre_humano,precio_m2_alquiler,num_casas_alquiler
Carballeda de Avia,Ourense,Carballeda de Avia,-,0
Carballeda de Valdeorras,Ourense,Carballeda de Valdeorras,-,0
Carballiño (O),Ourense,O Carballiño,4.79,5
Cartelle,Ourense,Cartelle,-,0
Castrelo de Miño,Ourense,Castrelo de Miño,2.62,2
Castrelo do Val,Ourense,Castrelo do Val,-,0
Castro Caldelas,Ourense,Castro Caldelas,2.12,1
Celanova,Ourense,Celanova,3.57,3
Cenlle,Ourense,Cenlle,-,0
Chandrexa de Queixa,Ourense,Chandrexa de Queixa,-,0
Coles,Ourense,Coles,9.31,2
Cortegada,Ourense,Cortegada,-,0
Cualedro,Ourense,Cualedro,-,0
Entrimo,Ourense,Entrimo,-,0
Esgos,Ourense,Esgos,-,0
Gomesende,Ourense,Gomesende,-,0
Gudiña (A),Ourense,A Gudiña,2.23,3
Irixo (O),Ourense,O Irixo,1.11,1
Larouco,Ourense,Larouco,-,0
Laza,Ourense,Laza,2.49,2
Leiro,Ourense,Leiro,-,0
Lobeira,Ourense,Lobeira,-,0
Lobios,Ourense,Lobios,2.92,1
Maceda,Ourense,Maceda,3.03,3
Manzaneda,Ourense,Manzaneda,-,0
Maside,Ourense,Maside,-,0
Melón,Ourense,Melón,-,0
Merca (A),Ourense,A Merca,4.48,1
Mezquita (A),Ourense,A Mezquita,-,0
Montederramo,Ourense,Montederramo,-,0
Monterrei,Ourense,Monterrei,-,0
Muíños,Ourense,Muíños,-,0
Nogueira de Ramuín,Ourense,Nogueira de Ramuín,-,0
Oímbra,Ourense,Oímbra,-,0
Ourense,Ourense,Ourense,6.21,362
Paderne de Allariz,Ourense,Paderne de Allariz,3.0,1
Padrenda,Ourense,Padrenda,-,0
Parada de Sil,Ourense,Parada de Sil,-,0
Pereiro de Aguiar (O),Ourense,O Pereiro de Aguiar,-,0
Peroxa (A),Ourense,A Peroxa,3.86,1
Petín,Ourense,Petín,1.35,1
Piñor,Ourense,Piñor,4.8,1
Pobra de Trives (A),Ourense,A Pobra de Trives,-,0
Pontedeva,Ourense,Pontedeva,-,0
Porqueira,Ourense,Porqueira,-,0
Punxín,Ourense,Punxín,3.83,2
Quintela de Leirado,Ourense,Quintela de Leirado,0.85,1
Rairiz de Veiga,Ourense,Rairiz de Veiga,-,0
Ramirás,Ourense,Ramirás,-,0
Ribadavia,Ourense,Ribadavia,4.89,3
Riós,Ourense,Riós,-,0
Rúa (A),Ourense,A Rúa,3.81,3
Rubiá,Ourense,Rubiá,-,0
San Amaro,Ourense,San Amaro,-,0
San Cibrao das Viñas,Ourense,San Cibrao das Viñas,4.43,3
San Cristovo de Cea,Ourense,San Cristovo de Cea,-,0
San Xoán de Río,Ourense,San Xoán de Río,-,0
Sandiás,Ourense,Sandiás,-,0
Sarreaus,Ourense,Sarreaus,-,0
Taboadela,Ourense,Taboadela,-,0
Teixeira (A),Ourense,A Teixeira,-,0
Toén,Ourense,Toén,-,0
Trasmiras,Ourense,Trasmiras,-,0
Veiga (A),Ourense,A Veiga,-,0
Verea,Ourense,Verea,-,0
Verín,Ourense,Verín,3.77,5
Viana do Bolo,Ourense,Viana do Bolo,-,0
Vilamarín,Ourense,Vilamarín,-,0
Vilamartín de Valdeorras,Ourense,Vilamartín de Valdeorras,4.29,1
Vilar de Barrio,Ourense,Vilar de Barrio,-,0
Vilar de Santos,Ourense,Vilar de Santos,-,0
Vilardevós,Ourense,Vilardevós,-,0
Vilariño de Conso,Ourense,Vilariño de Conso,-,0
Xinzo de Limia,Ourense,Xinzo de Limia,1.81,1
Xunqueira de Ambía,Ourense,Xunqueira de Ambía,-,0
Xunqueira de Espadanedo,Ourense,Xunqueira de Espadanedo,-,0
Allande,Asturias,Allande,-,0
Aller,Asturias,Aller,4.42,9
Amieva,Asturias,Amieva,4.63,1
Avilés,Asturias,Avilés,6.96,45
Belmonte de Miranda,Asturias,Belmonte de Miranda,4.61,2
Bimenes,Asturias,Bimenes,6.0,1
Boal,Asturias,Boal,-,0
Cabrales,Asturias,Cabrales,-,0
Cabranes,Asturias,Cabranes,14.08,1
Candamo,Asturias,Candamo,-,0
Cangas de Onís,Asturias,Cangas de Onís,6.82,5
Cangas del Narcea,Asturias,Cangas del Narcea,-,0
Caravia,Asturias,Caravia,6.0,1
Carreño,Asturias,Carreño,7.69,8
Caso,Asturias,Caso,4.23,2
Castrillón,Asturias,Castrillón,12.59,34
Castropol,Asturias,Castropol,10.68,3
Coaña,Asturias,Coaña,3.88,1
Colunga,Asturias,Colunga,8.86,6
Corvera de Asturias,Asturias,Corvera de Asturias,5.43,17
Cudillero,Asturias,Cudillero,6.08,6
Degaña,Asturias,Degaña,4.18,2
Franco (El),Asturias,El Franco,10.3,2
Gijón,Asturias,Gijón,9.13,611
Gozón,Asturias,Gozón,13.17,27
Grado,Asturias,Grado,6.82,4
Grandas de Salime,Asturias,Grandas de Salime,7.09,2
Ibias,Asturias,Ibias,4.53,3
Illano,Asturias,Illano,-,0
Illas,Asturias,Illas,-,0
Langreo,Asturias,Langreo,5.25,25
Laviana,Asturias,Laviana,4.75,3
Lena,Asturias,Lena,5.06,6
Llanera,Asturias,Llanera,6.45,7
Llanes,Asturias,Llanes,8.34,38
Mieres,Asturias,Mieres,-,0
Morcín,Asturias,Morcín,-,0
Muros de Nalón,Asturias,Muros de Nalón,5.7,4
Nava,Asturias,Nava,5.67,3
Navia,Asturias,Navia,5.18,12
Noreña,Asturias,Noreña,4.22,1
Onís,Asturias,Onís,-,0
Oviedo,Asturias,Oviedo,8.78,1267
Parres,Asturias,Parres,-,0
Peñamellera Alta,Asturias,Peñamellera Alta,4.37,2
Peñamellera Baja,Asturias,Peñamellera Baja,5.45,3
Pesoz,Asturias,Pesoz,-,0
Piloña,Asturias,Piloña,9.0,1
Ponga,Asturias,Ponga,-,0
Pravia,Asturias,Pravia,6.89,13
Proaza,Asturias,Proaza,-,0
Quirós,Asturias,Quirós,4.47,2
Regueras (Las),Asturias,Las Regueras,8.33,1
Ribadedeva,Asturias,Ribadedeva,5.94,3
Ribadesella,Asturias,Ribadesella,9.26,15
Ribera de Arriba,Asturias,Ribera de Arriba,4.09,3
Riosa,Asturias,Riosa,-,0
Salas,Asturias,Salas,11.07,4
San Martín de Oscos,Asturias,San Martín de Oscos,-,0
San Martín del Rey Aurelio,Asturias,San Martín del Rey Aurelio,4.95,7
San Tirso de Abres,Asturias,San Tirso de Abres,-,0
Santa Eulalia de Oscos,Asturias,Santa Eulalia de Oscos,-,0
Santo Adriano,Asturias,Santo Adriano,6.0,1
Sariego,Asturias,Sariego,4.24,2
Siero,Asturias,Siero,6.75,37
Sobrescobio,Asturias,Sobrescobio,-,0
Somiedo,Asturias,Somiedo,5.78,2
Soto del Barco,Asturias,Soto del Barco,9.48,3
Tapia de Casariego,Asturias,Tapia de Casariego,7.92,14
Taramundi,Asturias,Taramundi,-,0
Teverga,Asturias,Teverga,-,0
Tineo,Asturias,Tineo,4.96,9
Valdés,Asturias,Valdés,-,0
Vegadeo,Asturias,Vegadeo,6.06,11
Villanueva de Oscos,Asturias,Villanueva de Oscos,-,0
Villaviciosa,Asturias,Villaviciosa,8.25,25
Villayón,Asturias,Villayón,7.81,3
Yernes y Tameza,Asturias,Yernes y Tameza,-,0
Abarca de Campos,Palencia,Abarca de Campos,-,0
Abia de las Torres,Palencia,Abia de las Torres,-,0
Aguilar de Campoo,Palencia,Aguilar de Campoo,4.33,2
Alar del Rey,Palencia,Alar del Rey,-,0
Alba de Cerrato,Palencia,Alba de Cerrato,-,0
Amayuelas de Arriba,Palencia,Amayuelas de Arriba,-,0
Ampudia,Palencia,Ampudia,-,0
Amusco,Palencia,Amusco,-,0
Antigüedad,Palencia,Antigüedad,-,0
Arconada,Palencia,Arconada,-,0
Astudillo,Palencia,Astudillo,-,0
Autilla del Pino,Palencia,Autilla del Pino,-,0
Autillo de Campos,Palencia,Autillo de Campos,-,0
Ayuela,Palencia,Ayuela,-,0
Baltanás,Palencia,Baltanás,-,0
Baquerín de Campos,Palencia,Baquerín de Campos,-,0
Bárcena de Campos,Palencia,Bárcena de Campos,-,0
Barruelo de Santullán,Palencia,Barruelo de Santullán,3.14,2
Báscones de Ojeda,Palencia,Báscones de Ojeda,-,0
Becerril de Campos,Palencia,Becerril de Campos,3.0,1
Belmonte de Campos,Palencia,Belmonte de Campos,-,0
Berzosilla,Palencia,Berzosilla,-,0
Boada de Campos,Palencia,Boada de Campos,-,0
Boadilla de Rioseco,Palencia,Boadilla de Rioseco,-,0
Boadilla del Camino,Palencia,Boadilla del Camino,-,0
Brañosera,Palencia,Brañosera,-,0
Buenavista de Valdavia,Palencia,Buenavista de Valdavia,-,0
Bustillo de la Vega,Palencia,Bustillo de la Vega,-,0
Bustillo del Páramo de Carrión,Palencia,Bustillo del Páramo de Carrión,-,0
Calahorra de Boedo,Palencia,Calahorra de Boedo,-,0
Calzada de los Molinos,Palencia,Calzada de los Molinos,-,0
Capillas,Palencia,Capillas,-,0
Cardeñosa de Volpejera,Palencia,Cardeñosa de Volpejera,-,0
Carrión de los Condes,Palencia,Carrión de los Condes,-,0
Castil de Vela,Palencia,Castil de Vela,-,0
Castrejón de la Peña,Palencia,Castrejón de la Peña,-,0
Castrillo de Don Juan,Palencia,Castrillo de Don Juan,-,0
Castrillo de Onielo,Palencia,Castrillo de Onielo,-,0
Castrillo de Villavega,Palencia,Castrillo de Villavega,-,0
Castromocho,Palencia,Castromocho,1.85,2
Cervatos de la Cueza,Palencia,Cervatos de la Cueza,-,0
Cervera de Pisuerga,Palencia,Cervera de Pisuerga,5.25,2
Cevico de la Torre,Palencia,Cevico de la Torre,-,0
Cevico Navero,Palencia,Cevico Navero,-,0
Cisneros,Palencia,Cisneros,-,0
Cobos de Cerrato,Palencia,Cobos de Cerrato,-,0
Collazos de Boedo,Palencia,Collazos de Boedo,-,0
Congosto de Valdavia,Palencia,Congosto de Valdavia,-,0
Cordovilla la Real,Palencia,Cordovilla la Real,-,0
Cubillas de Cerrato,Palencia,Cubillas de Cerrato,-,0
Dehesa de Montejo,Palencia,Dehesa de Montejo,-,0
Dehesa de Romanos,Palencia,Dehesa de Romanos,-,0
Dueñas,Palencia,Dueñas,-,0
Espinosa de Cerrato,Palencia,Espinosa de Cerrato,-,0
Espinosa de Villagonzalo,Palencia,Espinosa de Villagonzalo,-,0
Frechilla,Palencia,Frechilla,-,0
Fresno del Río,Palencia,Fresno del Río,-,0
Frómista,Palencia,Frómista,3.33,1
Fuentes de Nava,Palencia,Fuentes de Nava,0.5,1
Fuentes de Valdepero,Palencia,Fuentes de Valdepero,-,0
Grijota,Palencia,Grijota,4.67,4
Guardo,Palencia,Guardo,3.98,4
Guaza de Campos,Palencia,Guaza de Campos,-,0
Hérmedes de Cerrato,Palencia,Hérmedes de Cerrato,-,0
Herrera de Pisuerga,Palencia,Herrera de Pisuerga,5.29,1
Herrera de Valdecañas,Palencia,Herrera de Valdecañas,-,0
Hontoria de Cerrato,Palencia,Hontoria de Cerrato,-,0
Hornillos de Cerrato,Palencia,Hornillos de Cerrato,-,0
Husillos,Palencia,Husillos,-,0
Itero de la Vega,Palencia,Itero de la Vega,-,0
Lagartos,Palencia,Lagartos,-,0
Lantadilla,Palencia,Lantadilla,3.93,1
Ledigos,Palencia,Ledigos,-,0
Loma de Ucieza,Palencia,Loma de Ucieza,-,0
Lomas,Palencia,Lomas,-,0
Magaz de Pisuerga,Palencia,Magaz de Pisuerga,-,0
Manquillos,Palencia,Manquillos,-,0
Mantinos,Palencia,Mantinos,-,0
Marcilla de Campos,Palencia,Marcilla de Campos,-,0
Mazariegos,Palencia,Mazariegos,-,0
Mazuecos de Valdeginate,Palencia,Mazuecos de Valdeginate,-,0
Melgar de Yuso,Palencia,Melgar de Yuso,-,0
Meneses de Campos,Palencia,Meneses de Campos,-,0
Micieces de Ojeda,Palencia,Micieces de Ojeda,-,0
Monzón de Campos,Palencia,Monzón de Campos,-,0
Moratinos,Palencia,Moratinos,-,0
Mudá,Palencia,Mudá,-,0
Nogal de las Huertas,Palencia,Nogal de las Huertas,-,0
Olea de Boedo,Palencia,Olea de Boedo,-,0
Olmos de Ojeda,Palencia,Olmos de Ojeda,-,0
Osornillo,Palencia,Osornillo,-,0
Osorno la Mayor,Palencia,Osorno la Mayor,-,0
Palencia,Palencia,Palencia,6.37,169
Palenzuela,Palencia,Palenzuela,-,0
Páramo de Boedo,Palencia,Páramo de Boedo,-,0
Paredes de Nava,Palencia,Paredes de Nava,-,0
Payo de Ojeda,Palencia,Payo de Ojeda,-,0
Pedraza de Campos,Palencia,Pedraza de Campos,-,0
Pedrosa de la Vega,Palencia,Pedrosa de la Vega,-,0
Perales,Palencia,Perales,-,0
Pernía (La),Palencia,La Pernía,-,0
Pino del Río,Palencia,Pino del Río,-,0
Piña de Campos,Palencia,Piña de Campos,-,0
Población de Arroyo,Palencia,Población de Arroyo,-,0
Población de Campos,Palencia,Población de Campos,-,0
Población de Cerrato,Palencia,Población de Cerrato,-,0
Polentinos,Palencia,Polentinos,-,0
Pomar de Valdivia,Palencia,Pomar de Valdivia,-,0
Poza de la Vega,Palencia,Poza de la Vega,-,0
Pozo de Urama,Palencia,Pozo de Urama,-,0
Prádanos de Ojeda,Palencia,Prádanos de Ojeda,-,0
Puebla de Valdavia (La),Palencia,La Puebla de Valdavia,-,0
Quintana del Puente,Palencia,Quintana del Puente,-,0
Quintanilla de Onsoña,Palencia,Quintanilla de Onsoña,-,0
Reinoso de Cerrato,Palencia,Reinoso de Cerrato,-,0
Renedo de la Vega,Palencia,Renedo de la Vega,-,0
Requena de Campos,Palencia,Requena de Campos,-,0
Respenda de la Peña,Palencia,Respenda de la Peña,-,0
Revenga de Campos,Palencia,Revenga de Campos,-,0
Revilla de Collazos,Palencia,Revilla de Collazos,-,0
Ribas de Campos,Palencia,Ribas de Campos,-,0
Riberos de la Cueza,Palencia,Riberos de la Cueza,-,0
Saldaña,Palencia,Saldaña,4.05,4
Salinas de Pisuerga,Palencia,Salinas de Pisuerga,3.57,1
San Cebrián de Campos,Palencia,San Cebrián de Campos,-,0
San Cebrián de Mudá,Palencia,San Cebrián de Mudá,-,0
San Cristóbal de Boedo,Palencia,San Cristóbal de Boedo,-,0
San Mamés de Campos,Palencia,San Mamés de Campos,-,0
San Román de la Cuba,Palencia,San Román de la Cuba,-,0
Santa Cecilia del Alcor,Palencia,Santa Cecilia del Alcor,-,0
Santa Cruz de Boedo,Palencia,Santa Cruz de Boedo,-,0
Santervás de la Vega,Palencia,Santervás de la Vega,-,0
Santibáñez de Ecla,Palencia,Santibáñez de Ecla,-,0
Santibáñez de la Peña,Palencia,Santibáñez de la Peña,3.85,1
Santoyo,Palencia,Santoyo,-,0
Serna (La),Palencia,La Serna,-,0
Soto de Cerrato,Palencia,Soto de Cerrato,-,0
Sotobañado y Priorato,Palencia,Sotobañado y Priorato,-,0
Tabanera de Cerrato,Palencia,Tabanera de Cerrato,-,0
Tabanera de Valdavia,Palencia,Tabanera de Valdavia,-,0
Támara de Campos,Palencia,Támara de Campos,-,0
Tariego de Cerrato,Palencia,Tariego de Cerrato,-,0
Torquemada,Palencia,Torquemada,-,0
Torremormojón,Palencia,Torremormojón,-,0
Triollo,Palencia,Triollo,-,0
Valbuena de Pisuerga,Palencia,Valbuena de Pisuerga,-,0
Valdeolmillos,Palencia,Valdeolmillos,-,0
Valderrábano,Palencia,Valderrábano,-,0
Valde-Ucieza,Palencia,Valde-Ucieza,-,0
Valle de Cerrato,Palencia,Valle de Cerrato,-,0
Valle del Retortillo,Palencia,Valle del Retortillo,-,0
Velilla del Río Carrión,Palencia,Velilla del Río Carrión,-,0
Venta de Baños,Palencia,Venta de Baños,4.67,7
Vertavillo,Palencia,Vertavillo,-,0
Vid de Ojeda (La),Palencia,La Vid de Ojeda,-,0
Villabasta de Valdavia,Palencia,Villabasta de Valdavia,-,0
Villacidaler,Palencia,Villacidaler,-,0
Villaconancio,Palencia,Villaconancio,-,0
Villada,Palencia,Villada,4.55,1
Villaeles de Valdavia,Palencia,Villaeles de Valdavia,-,0
Villahán,Palencia,Villahán,-,0
Villaherreros,Palencia,Villaherreros,-,0
Villalaco,Palencia,Villalaco,-,0
Villalba de Guardo,Palencia,Villalba de Guardo,-,0
Villalcázar de Sirga,Palencia,Villalcázar de Sirga,-,0
Villalcón,Palencia,Villalcón,-,0
Villalobón,Palencia,Villalobón,-,0
Villaluenga de la Vega,Palencia,Villaluenga de la Vega,-,0
Villamartín de Campos,Palencia,Villamartín de Campos,-,0
Villamediana,Palencia,Villamediana,-,0
Villameriel,Palencia,Villameriel,-,0
Villamoronta,Palencia,Villamoronta,-,0
Villamuera de la Cueza,Palencia,Villamuera de la Cueza,-,0
Villamuriel de Cerrato,Palencia,Villamuriel de Cerrato,4.36,6
Villanueva del Rebollar,Palencia,Villanueva del Rebollar,-,0
Villanuño de Valdavia,Palencia,Villanuño de Valdavia,-,0
Villaprovedo,Palencia,Villaprovedo,-,0
Villarmentero de Campos,Palencia,Villarmentero de Campos,-,0
Villarrabé,Palencia,Villarrabé,-,0
Villarramiel,Palencia,Villarramiel,-,0
Villasarracino,Palencia,Villasarracino,-,0
Villasila de Valdavia,Palencia,Villasila de Valdavia,-,0
Villaturde,Palencia,Villaturde,-,0
Villaumbrales,Palencia,Villaumbrales,-,0
Villaviudas,Palencia,Villaviudas,-,0
Villerías de Campos,Palencia,Villerías de Campos,-,0
Villodre,Palencia,Villodre,-,0
Villodrigo,Palencia,Villodrigo,-,0
Villoldo,Palencia,Villoldo,-,0
Villota del Páramo,Palencia,Villota del Páramo,-,0
Villovieco,Palencia,Villovieco,-,0
Agaete,Las Palmas,Agaete,11.22,9
Agüimes,Las Palmas,Agüimes,9.23,34
Aldea de San Nicolás (La),Las Palmas,La Aldea de San Nicolás,-,0
Antigua,Las Palmas,Antigua,12.05,14
Arrecife,Las Palmas,Arrecife,9.47,39
Artenara,Las Palmas,Artenara,-,0
Arucas,Las Palmas,Arucas,10.28,8
Betancuria,Las Palmas,Betancuria,-,0
Firgas,Las Palmas,Firgas,-,0
Gáldar,Las Palmas,Gáldar,6.95,12
Haría,Las Palmas,Haría,10.42,3
Ingenio,Las Palmas,Ingenio,9.73,13
Mogán,Las Palmas,Mogán,16.02,163
Moya,Las Palmas,Moya,7.76,2
Oliva (La),Las Palmas,La Oliva,14.74,16
Pájara,Las Palmas,Pájara,15.76,20
Palmas de Gran Canaria (Las),Las Palmas,Las Palmas de Gran Canaria,10.65,686
Puerto del Rosario,Las Palmas,Puerto del Rosario,-,13
San Bartolomé,Las Palmas,San Bartolomé,9.44,1
San Bartolomé de Tirajana,Las Palmas,San Bartolomé de Tirajana,16.55,516
Santa Brígida,Las Palmas,Santa Brígida,9.21,21
Santa Lucía de Tirajana,Las Palmas,Santa Lucía de Tirajana,9.21,42
Santa María de Guía de Gran Canaria,Las Palmas,Santa María de Guía de Gran Canaria,7.36,6
Teguise,Las Palmas,Teguise,13.12,13
Tejeda,Las Palmas,Tejeda,6.84,1
Telde,Las Palmas,Telde,8.47,66
Teror,Las Palmas,Teror,7.74,3
Tías,Las Palmas,Tías,17.38,6
Tinajo,Las Palmas,Tinajo,-,0
Tuineje,Las Palmas,Tuineje,9.5,6
Valleseco,Las Palmas,Valleseco,-,0
Valsequillo de Gran Canaria,Las Palmas,Valsequillo de Gran Canaria,8.86,13
Vega de San Mateo,Las Palmas,Vega de San Mateo,9.38,8
Yaiza,Las Palmas,Yaiza,15.01,13
Agolada,Pontevedra,Agolada,-,0
Arbo,Pontevedra,Arbo,-,0
Baiona,Pontevedra,Baiona,12.06,43
Barro,Pontevedra,Barro,3.85,2
Bueu,Pontevedra,Bueu,11.81,12
Caldas de Reis,Pontevedra,Caldas de Reis,6.1,2
Cambados,Pontevedra,Cambados,7.49,8
Campo Lameiro,Pontevedra,Campo Lameiro,-,0
Cangas,Pontevedra,Cangas,9.84,17
Cañiza (A),Pontevedra,A Cañiza,4.34,5
Catoira,Pontevedra,Catoira,5.56,1
Cerdedo-Cotobade,Pontevedra,Cerdedo-Cotobade,-,0
Covelo,Pontevedra,Covelo,-,0
Crecente,Pontevedra,Crecente,2.57,1
Cuntis,Pontevedra,Cuntis,5.71,2
Dozón,Pontevedra,Dozón,-,0
Estrada (A),Pontevedra,A Estrada,5.08,5
Forcarei,Pontevedra,Forcarei,2.2,2
Fornelos de Montes,Pontevedra,Fornelos de Montes,-,0
Gondomar,Pontevedra,Gondomar,17.24,6
Grove (O),Pontevedra,O Grove,20.13,28
Guarda (A),Pontevedra,A Guarda,7.89,19
Illa de Arousa (A),Pontevedra,A Illa de Arousa,-,0
Lalín,Pontevedra,Lalín,4.94,3
Lama (A),Pontevedra,A Lama,-,0
Marín,Pontevedra,Marín,9.23,13
Meaño,Pontevedra,Meaño,3.33,1
Meis,Pontevedra,Meis,-,0
Moaña,Pontevedra,Moaña,16.24,8
Mondariz,Pontevedra,Mondariz,4.0,1
Mondariz-Balneario,Pontevedra,Mondariz-Balneario,6.67,3
Moraña,Pontevedra,Moraña,2.78,2
Mos,Pontevedra,Mos,6.01,4
Neves (As),Pontevedra,As Neves,6.17,1
Nigrán,Pontevedra,Nigrán,12.59,56
Oia,Pontevedra,Oia,2.71,1
Pazos de Borbén,Pontevedra,Pazos de Borbén,-,0
Poio,Pontevedra,Poio,6.81,7
Ponte Caldelas,Pontevedra,Ponte Caldelas,4.5,1
Ponteareas,Pontevedra,Ponteareas,5.25,2
Pontecesures,Pontevedra,Pontecesures,-,0
Pontevedra,Pontevedra,Pontevedra,8.12,116
Porriño (O),Pontevedra,O Porriño,6.47,15
Portas,Pontevedra,Portas,-,0
Redondela,Pontevedra,Redondela,9.23,12
Ribadumia,Pontevedra,Ribadumia,5.44,2
Rodeiro,Pontevedra,Rodeiro,-,0
Rosal (O),Pontevedra,O Rosal,5.23,5
Salceda de Caselas,Pontevedra,Salceda de Caselas,4.74,2
Salvaterra de Miño,Pontevedra,Salvaterra de Miño,5.17,5
Sanxenxo,Pontevedra,Sanxenxo,24.55,125
Silleda,Pontevedra,Silleda,4.59,1
Soutomaior,Pontevedra,Soutomaior,9.31,6
Tomiño,Pontevedra,Tomiño,6.29,2
Tui,Pontevedra,Tui,7.54,7
Valga,Pontevedra,Valga,-,0
Vigo,Pontevedra,Vigo,8.9,595
Vila de Cruces,Pontevedra,Vila de Cruces,2.3,2
Vilaboa,Pontevedra,Vilaboa,7.58,4
Vilagarcía de Arousa,Pontevedra,Vilagarcía de Arousa,-,28
Vilanova de Arousa,Pontevedra,Vilanova de Arousa,7.46,6
Abusejo,Salamanca,Abusejo,-,0
Agallas,Salamanca,Agallas,-,0
Ahigal de los Aceiteros,Salamanca,Ahigal de los Aceiteros,-,0
Ahigal de Villarino,Salamanca,Ahigal de Villarino,-,0
Alameda de Gardón (La),Salamanca,La Alameda de Gardón,-,0
Alamedilla (La),Salamanca,La Alamedilla,-,0
Alaraz,Salamanca,Alaraz,-,0
Alba de Tormes,Salamanca,Alba de Tormes,4.48,5
Alba de Yeltes,Salamanca,Alba de Yeltes,-,0
Alberca (La),Salamanca,La Alberca,5.28,3
Alberguería de Argañán (La),Salamanca,La Alberguería de Argañán,-,0
Alconada,Salamanca,Alconada,-,0
Aldea del Obispo,Salamanca,Aldea del Obispo,-,0
Aldeacipreste,Salamanca,Aldeacipreste,-,0
Aldeadávila de la Ribera,Salamanca,Aldeadávila de la Ribera,-,0
Aldealengua,Salamanca,Aldealengua,-,0
Aldeanueva de Figueroa,Salamanca,Aldeanueva de Figueroa,-,0
Aldeanueva de la Sierra,Salamanca,Aldeanueva de la Sierra,-,0
Aldearrodrigo,Salamanca,Aldearrodrigo,-,0
Aldearrubia,Salamanca,Aldearrubia,-,0
Aldeaseca de Alba,Salamanca,Aldeaseca de Alba,-,0
Aldeaseca de la Frontera,Salamanca,Aldeaseca de la Frontera,-,0
Aldeatejada,Salamanca,Aldeatejada,8.05,3
Aldeavieja de Tormes,Salamanca,Aldeavieja de Tormes,-,0
Aldehuela de la Bóveda,Salamanca,Aldehuela de la Bóveda,-,0
Aldehuela de Yeltes,Salamanca,Aldehuela de Yeltes,-,0
Almenara de Tormes,Salamanca,Almenara de Tormes,-,0
Almendra,Salamanca,Almendra,-,0
Anaya de Alba,Salamanca,Anaya de Alba,-,0
Añover de Tormes,Salamanca,Añover de Tormes,-,0
Arabayona de Mógica,Salamanca,Arabayona de Mógica,-,0
Arapiles,Salamanca,Arapiles,5.77,2
Arcediano,Salamanca,Arcediano,-,0
Arco (El),Salamanca,El Arco,-,0
Armenteros,Salamanca,Armenteros,-,0
Atalaya (La),Salamanca,La Atalaya,-,0
Babilafuente,Salamanca,Babilafuente,-,0
Bañobárez,Salamanca,Bañobárez,-,0
Barbadillo,Salamanca,Barbadillo,-,0
Barbalos,Salamanca,Barbalos,-,0
Barceo,Salamanca,Barceo,-,0
Barruecopardo,Salamanca,Barruecopardo,-,0
Bastida (La),Salamanca,La Bastida,-,0
Béjar,Salamanca,Béjar,5.48,24
Beleña,Salamanca,Beleña,-,0
Bermellar,Salamanca,Bermellar,28.24,1
Berrocal de Huebra,Salamanca,Berrocal de Huebra,-,0
Berrocal de Salvatierra,Salamanca,Berrocal de Salvatierra,-,0
Boada,Salamanca,Boada,-,0
Bodón (El),Salamanca,El Bodón,-,0
Bogajo,Salamanca,Bogajo,-,0
Bouza (La),Salamanca,La Bouza,-,0
Bóveda del Río Almar,Salamanca,Bóveda del Río Almar,-,0
Brincones,Salamanca,Brincones,-,0
Buenamadre,Salamanca,Buenamadre,-,0
Buenavista,Salamanca,Buenavista,-,0
Cabaco (El),Salamanca,El Cabaco,-,0
Cabeza de Béjar (La),Salamanca,La Cabeza de Béjar,-,0
Cabeza del Caballo,Salamanca,Cabeza del Caballo,-,0
Cabezabellosa de la Calzada,Salamanca,Cabezabellosa de la Calzada,-,0
Cabrerizos,Salamanca,Cabrerizos,5.0,1
Cabrillas,Salamanca,Cabrillas,-,0
Calvarrasa de Abajo,Salamanca,Calvarrasa de Abajo,4.38,2
Calvarrasa de Arriba,Salamanca,Calvarrasa de Arriba,4.62,1
Calzada de Béjar (La),Salamanca,La Calzada de Béjar,-,0
Calzada de Don Diego,Salamanca,Calzada de Don Diego,-,0
Calzada de Valdunciel,Salamanca,Calzada de Valdunciel,5.67,1
Campillo de Azaba,Salamanca,Campillo de Azaba,-,0
Campo de Peñaranda (El),Salamanca,El Campo de Peñaranda,-,0
Candelario,Salamanca,Candelario,5.06,2
Canillas de Abajo,Salamanca,Canillas de Abajo,-,0
Cantagallo,Salamanca,Cantagallo,5.71,1
Cantalapiedra,Salamanca,Cantalapiedra,-,0
Cantalpino,Salamanca,Cantalpino,-,0
Cantaracillo,Salamanca,Cantaracillo,-,0
Carbajosa de la Sagrada,Salamanca,Carbajosa de la Sagrada,5.18,1
Carpio de Azaba,Salamanca,Carpio de Azaba,-,0
Carrascal de Barregas,Salamanca,Carrascal de Barregas,3.33,1
Carrascal del Obispo,Salamanca,Carrascal del Obispo,-,0
Casafranca,Salamanca,Casafranca,-,0
Casas del Conde (Las),Salamanca,Las Casas del Conde,-,0
Casillas de Flores,Salamanca,Casillas de Flores,-,0
Castellanos de Moriscos,Salamanca,Castellanos de Moriscos,5.24,1
Castellanos de Villiquera,Salamanca,Castellanos de Villiquera,-,0
Castillejo de Martín Viejo,Salamanca,Castillejo de Martín Viejo,-,0
Castraz,Salamanca,Castraz,-,0
Cepeda,Salamanca,Cepeda,1.52,1
Cereceda de la Sierra,Salamanca,Cereceda de la Sierra,-,0
Cerezal de Peñahorcada,Salamanca,Cerezal de Peñahorcada,-,0
