municipio,provincia,municipio_nombre_humano
San Sebastián de los Reyes,Madrid,San Sebastián de los Reyes
Santa María de la Alameda,Madrid,Santa María de la Alameda
Santorcaz,Madrid,Santorcaz
Santos de la Humosa (Los),Madrid,Los Santos de la Humosa
Serna del Monte (La),Madrid,La Serna del Monte
Serranillos del Valle,Madrid,Serranillos del Valle
Sevilla la Nueva,Madrid,Sevilla la Nueva
Somosierra,Madrid,Somosierra
Soto del Real,Madrid,Soto del Real
Talamanca de Jarama,Madrid,Talamanca de Jarama
Tielmes,Madrid,Tielmes
Titulcia,Madrid,Titulcia
Torrejón de Ardoz,Madrid,Torrejón de Ardoz
Torrejón de la Calzada,Madrid,Torrejón de la Calzada
Torrejón de Velasco,Madrid,Torrejón de Velasco
Torrelaguna,Madrid,Torrelaguna
Torrelodones,Madrid,Torrelodones
Torremocha de Jarama,Madrid,Torremocha de Jarama
Torres de la Alameda,Madrid,Torres de la Alameda
Tres Cantos,Madrid,Tres Cantos
Valdaracete,Madrid,Valdaracete
Valdeavero,Madrid,Valdeavero
Valdelaguna,Madrid,Valdelaguna
Valdemanco,Madrid,Valdemanco
Valdemaqueda,Madrid,Valdemaqueda
Valdemorillo,Madrid,Valdemorillo
Valdemoro,Madrid,Valdemoro
Valdeolmos-Alalpardo,Madrid,Valdeolmos-Alalpardo
Valdepiélagos,Madrid,Valdepiélagos
Valdetorres de Jarama,Madrid,Valdetorres de Jarama
Valdilecha,Madrid,Valdilecha
Valverde de Alcalá,Madrid,Valverde de Alcalá
Velilla de San Antonio,Madrid,Velilla de San Antonio
Vellón (El),Madrid,El Vellón
Venturada,Madrid,Venturada
Villa del Prado,Madrid,Villa del Prado
Villaconejos,Madrid,Villaconejos
Villalbilla,Madrid,Villalbilla
Villamanrique de Tajo,Madrid,Villamanrique de Tajo
Villamanta,Madrid,Villamanta
Villamantilla,Madrid,Villamantilla
Villanueva de la Cañada,Madrid,Villanueva de la Cañada
Villanueva de Perales,Madrid,Villanueva de Perales
Villanueva del Pardillo,Madrid,Villanueva del Pardillo
Villar del Olmo,Madrid,Villar del Olmo
Villarejo de Salvanés,Madrid,Villarejo de Salvanés
Villaviciosa de Odón,Madrid,Villaviciosa de Odón
Villavieja del Lozoya,Madrid,Villavieja del Lozoya
Zarzalejo,Madrid,Zarzalejo
Alameda,Málaga,Alameda
Alcaucín,Málaga,Alcaucín
Alfarnate,Málaga,Alfarnate
Alfarnatejo,Málaga,Alfarnatejo
Algarrobo,Málaga,Algarrobo
Algatocín,Málaga,Algatocín
Alhaurín de la Torre,Málaga,Alhaurín de la Torre
Alhaurín el Grande,Málaga,Alhaurín el Grande
Almáchar,Málaga,Almáchar
Almargen,Málaga,Almargen
Almogía,Málaga,Almogía
Álora,Málaga,Álora
Alozaina,Málaga,Alozaina
Alpandeire,Málaga,Alpandeire
Antequera,Málaga,Antequera
Árchez,Málaga,Árchez
Archidona,Málaga,Archidona
Ardales,Málaga,Ardales
Arenas,Málaga,Arenas
Arriate,Málaga,Arriate
Atajate,Málaga,Atajate
Benadalid,Málaga,Benadalid
Benahavís,Málaga,Benahavís
Benalauría,Málaga,Benalauría
Benalmádena,Málaga,Benalmádena
Benamargosa,Málaga,Benamargosa
Benamocarra,Málaga,Benamocarra
Benaoján,Málaga,Benaoján
Benarrabá,Málaga,Benarrabá
Borge (El),Málaga,El Borge
Burgo (El),Málaga,El Burgo
Campillos,Málaga,Campillos
Canillas de Aceituno,Málaga,Canillas de Aceituno
Canillas de Albaida,Málaga,Canillas de Albaida
Cañete la Real,Málaga,Cañete la Real
Carratraca,Málaga,Carratraca
Cartajima,Málaga,Cartajima
Cártama,Málaga,Cártama
Casabermeja,Málaga,Casabermeja
Casarabonela,Málaga,Casarabonela
Casares,Málaga,Casares
Coín,Málaga,Coín
Colmenar,Málaga,Colmenar
Comares,Málaga,Comares
Cómpeta,Málaga,Cómpeta
Cortes de la Frontera,Málaga,Cortes de la Frontera
Cuevas Bajas,Málaga,Cuevas Bajas
Cuevas de San Marcos,Málaga,Cuevas de San Marcos
Cuevas del Becerro,Málaga,Cuevas del Becerro
Cútar,Málaga,Cútar
Estepona,Málaga,Estepona
Faraján,Málaga,Faraján
Frigiliana,Málaga,Frigiliana
Fuengirola,Málaga,Fuengirola
Fuente de Piedra,Málaga,Fuente de Piedra
Gaucín,Málaga,Gaucín
Genalguacil,Málaga,Genalguacil
Guaro,Málaga,Guaro
Humilladero,Málaga,Humilladero
Igualeja,Málaga,Igualeja
Istán,Málaga,Istán
Iznate,Málaga,Iznate
Jimera de Líbar,Málaga,Jimera de Líbar
Jubrique,Málaga,Jubrique
Júzcar,Málaga,Júzcar
Macharaviaya,Málaga,Macharaviaya
Málaga,Málaga,Málaga
Manilva,Málaga,Manilva
Marbella,Málaga,Marbella
Mijas,Málaga,Mijas
Moclinejo,Málaga,Moclinejo
Mollina,Málaga,Mollina
Monda,Málaga,Monda
Montecorto,Málaga,Montecorto
Montejaque,Málaga,Montejaque
Nerja,Málaga,Nerja
Ojén,Málaga,Ojén
Parauta,Málaga,Parauta
Periana,Málaga,Periana
Pizarra,Málaga,Pizarra
Pujerra,Málaga,Pujerra
Rincón de la Victoria,Málaga,Rincón de la Victoria
Riogordo,Málaga,Riogordo
Ronda,Málaga,Ronda
Salares,Málaga,Salares
Sayalonga,Málaga,Sayalonga
Sedella,Málaga,Sedella
Serrato,Málaga,Serrato
Sierra de Yeguas,Málaga,Sierra de Yeguas
Teba,Málaga,Teba
Tolox,Málaga,Tolox
Torremolinos,Málaga,Torremolinos
Torrox,Málaga,Torrox
Totalán,Málaga,Totalán
Valle de Abdalajís,Málaga,Valle de Abdalajís
Vélez-Málaga,Málaga,Vélez-Málaga
Villanueva de Algaidas,Málaga,Villanueva de Algaidas
Villanueva de la Concepción,Málaga,Villanueva de la Concepción
Villanueva de Tapia,Málaga,Villanueva de Tapia
Villanueva del Rosario,Málaga,Villanueva del Rosario
Villanueva del Trabuco,Málaga,Villanueva del Trabuco
Viñuela,Málaga,Viñuela
Yunquera,Málaga,Yunquera
Abanilla,Murcia,Abanilla
Abarán,Murcia,Abarán
Águilas,Murcia,Águilas
Albudeite,Murcia,Albudeite
Alcantarilla,Murcia,Alcantarilla
Alcázares (Los),Murcia,Los Alcázares
Aledo,Murcia,Aledo
Alguazas,Murcia,Alguazas
Alhama de Murcia,Murcia,Alhama de Murcia
Archena,Murcia,Archena
Beniel,Murcia,Beniel
Blanca,Murcia,Blanca
Bullas,Murcia,Bullas
Calasparra,Murcia,Calasparra
Campos del Río,Murcia,Campos del Río
Caravaca de la Cruz,Murcia,Caravaca de la Cruz
Cartagena,Murcia,Cartagena
Cehegín,Murcia,Cehegín
Ceutí,Murcia,Ceutí
Cieza,Murcia,Cieza
Fortuna,Murcia,Fortuna
Fuente Álamo de Murcia,Murcia,Fuente Álamo de Murcia
Jumilla,Murcia,Jumilla
Librilla,Murcia,Librilla
Lorca,Murcia,Lorca
Lorquí,Murcia,Lorquí
Mazarrón,Murcia,Mazarrón
Molina de Segura,Murcia,Molina de Segura
Moratalla,Murcia,Moratalla
Mula,Murcia,Mula
Murcia,Murcia,Murcia
Ojós,Murcia,Ojós
Pliego,Murcia,Pliego
Puerto Lumbreras,Murcia,Puerto Lumbreras
Ricote,Murcia,Ricote
San Javier,Murcia,San Javier
San Pedro del Pinatar,Murcia,San Pedro del Pinatar
Santomera,Murcia,Santomera
Torre-Pacheco,Murcia,Torre-Pacheco
Torres de Cotillas (Las),Murcia,Las Torres de Cotillas
Totana,Murcia,Totana
Ulea,Murcia,Ulea
Unión (La),Murcia,La Unión
Villanueva del Río Segura,Murcia,Villanueva del Río Segura
Yecla,Murcia,Yecla
Abáigar,Navarra,Abáigar
Abárzuza/Abartzuza,Navarra,Abárzuza/Abartzuza
Abaurregaina/Abaurrea Alta,Navarra,Abaurregaina/Abaurrea Alta
Abaurrepea/Abaurrea Baja,Navarra,Abaurrepea/Abaurrea Baja
Aberin,Navarra,Aberin
Ablitas,Navarra,Ablitas
Adiós,Navarra,Adiós
Aguilar de Codés,Navarra,Aguilar de Codés
Aibar/Oibar,Navarra,Aibar/Oibar
Allín/Allin,Navarra,Allín/Allin
Allo,Navarra,Allo
Altsasu/Alsasua,Navarra,Altsasu/Alsasua
Améscoa Baja,Navarra,Améscoa Baja
Ancín/Antzin,Navarra,Ancín/Antzin
Andosilla,Navarra,Andosilla
Ansoáin/Antsoain,Navarra,Ansoáin/Antsoain
Anue,Navarra,Anue
Añorbe,Navarra,Añorbe
Aoiz/Agoitz,Navarra,Aoiz/Agoitz
Araitz,Navarra,Araitz
Arakil,Navarra,Arakil
Aranarache/Aranaratxe,Navarra,Aranarache/Aranaratxe
Aranguren,Navarra,Aranguren
Arano,Navarra,Arano
Arantza,Navarra,Arantza
Aras,Navarra,Aras
Arbizu,Navarra,Arbizu
Arce/Artzi,Navarra,Arce/Artzi
Arcos (Los),Navarra,Los Arcos
Arellano,Navarra,Arellano
Areso,Navarra,Areso
Arguedas,Navarra,Arguedas
Aria,Navarra,Aria
Aribe,Navarra,Aribe
Armañanzas,Navarra,Armañanzas
Arróniz,Navarra,Arróniz
Arruazu,Navarra,Arruazu
Artajona,Navarra,Artajona
Artazu,Navarra,Artazu
Atez/Atetz,Navarra,Atez/Atetz
Auritz/Burguete,Navarra,Auritz/Burguete
Ayegui/Aiegi,Navarra,Ayegui/Aiegi
Azagra,Navarra,Azagra
Azuelo,Navarra,Azuelo
Bakaiku,Navarra,Bakaiku
Barañáin/Barañain,Navarra,Barañáin/Barañain
Barásoain,Navarra,Barásoain
Barbarin,Navarra,Barbarin
Bargota,Navarra,Bargota
Barillas,Navarra,Barillas
Basaburua,Navarra,Basaburua
Baztan,Navarra,Baztan
Beintza-Labaien,Navarra,Beintza-Labaien
Beire,Navarra,Beire
Belascoáin,Navarra,Belascoáin
Bera,Navarra,Bera
Berbinzana,Navarra,Berbinzana
Beriáin,Navarra,Beriáin
Berrioplano/Berriobeiti,Navarra,Berrioplano/Berriobeiti
Berriozar,Navarra,Berriozar
Bertizarana,Navarra,Bertizarana
Betelu,Navarra,Betelu
Bidaurreta,Navarra,Bidaurreta
Biurrun-Olcoz,Navarra,Biurrun-Olcoz
Buñuel,Navarra,Buñuel
Burgui/Burgi,Navarra,Burgui/Burgi
Burlada/Burlata,Navarra,Burlada/Burlata
Busto (El),Navarra,El Busto
Cabanillas,Navarra,Cabanillas
Cabredo,Navarra,Cabredo
Cadreita,Navarra,Cadreita
Caparroso,Navarra,Caparroso
Cárcar,Navarra,Cárcar
Carcastillo,Navarra,Carcastillo
Cascante,Navarra,Cascante
Cáseda,Navarra,Cáseda
Castejón,Navarra,Castejón
Castillonuevo,Navarra,Castillonuevo
Cendea de Olza/Oltza Zendea,Navarra,Cendea de Olza/Oltza Zendea
Cintruénigo,Navarra,Cintruénigo
Cirauqui/Zirauki,Navarra,Cirauqui/Zirauki
Ciriza/Ziritza,Navarra,Ciriza/Ziritza
Cizur,Navarra,Cizur
Corella,Navarra,Corella
Cortes,Navarra,Cortes
Desojo,Navarra,Desojo
Dicastillo,Navarra,Dicastillo
Donamaria,Navarra,Donamaria
Doneztebe/Santesteban,Navarra,Doneztebe/Santesteban
Echarri/Etxarri,Navarra,Echarri/Etxarri
Elgorriaga,Navarra,Elgorriaga
Enériz/Eneritz,Navarra,Enériz/Eneritz
Eratsun,Navarra,Eratsun
Ergoiena,Navarra,Ergoiena
Erro,Navarra,Erro
Eslava,Navarra,Eslava
Esparza de Salazar/Espartza Zaraitzu,Navarra,Esparza de Salazar/Espartza Zaraitzu
Espronceda,Navarra,Espronceda
Estella-Lizarra,Navarra,Estella-Lizarra
Esteribar,Navarra,Esteribar
Etayo,Navarra,Etayo
Etxalar,Navarra,Etxalar
Etxarri Aranatz,Navarra,Etxarri Aranatz
Etxauri,Navarra,Etxauri
Eulate,Navarra,Eulate
Ezcabarte,Navarra,Ezcabarte
Ezcároz/Ezkaroze,Navarra,Ezcároz/Ezkaroze
Ezkurra,Navarra,Ezkurra
Ezprogui,Navarra,Ezprogui
Falces,Navarra,Falces
Fitero,Navarra,Fitero
Fontellas,Navarra,Fontellas
Funes,Navarra,Funes
Fustiñana,Navarra,Fustiñana
Galar,Navarra,Galar
Gallipienzo/Galipentzu,Navarra,Gallipienzo/Galipentzu
Gallués/Galoze,Navarra,Gallués/Galoze
Garaioa,Navarra,Garaioa
Garde,Navarra,Garde
Garínoain,Navarra,Garínoain
Garralda,Navarra,Garralda
Genevilla,Navarra,Genevilla
Goizueta,Navarra,Goizueta
Goñi,Navarra,Goñi
Güesa/Gorza,Navarra,Güesa/Gorza
Guesálaz/Gesalatz,Navarra,Guesálaz/Gesalatz
Guirguillano,Navarra,Guirguillano
Hiriberri/Villanueva de Aezkoa,Navarra,Hiriberri/Villanueva de Aezkoa
Huarte/Uharte,Navarra,Huarte/Uharte
Ibargoiti,Navarra,Ibargoiti
Igantzi,Navarra,Igantzi
Igúzquiza,Navarra,Igúzquiza
Imotz,Navarra,Imotz
Irañeta,Navarra,Irañeta
Irurtzun,Navarra,Irurtzun
Isaba/Izaba,Navarra,Isaba/Izaba
Ituren,Navarra,Ituren
Iturmendi,Navarra,Iturmendi
Iza/Itza,Navarra,Iza/Itza
Izagaondoa,Navarra,Izagaondoa
Izalzu/Itzaltzu,Navarra,Izalzu/Itzaltzu
Jaurrieta,Navarra,Jaurrieta
Javier,Navarra,Javier
Juslapeña,Navarra,Juslapeña
Lakuntza,Navarra,Lakuntza
Lana,Navarra,Lana
Lantz,Navarra,Lantz
Lapoblación,Navarra,Lapoblación
Larraga,Navarra,Larraga
Larraona,Navarra,Larraona
Larraun,Navarra,Larraun
Lazagurría,Navarra,Lazagurría
Leache/Leatxe,Navarra,Leache/Leatxe
Legarda,Navarra,Legarda
Legaria,Navarra,Legaria
Leitza,Navarra,Leitza
Lekunberri,Navarra,Lekunberri
Leoz/Leotz,Navarra,Leoz/Leotz
Lerga,Navarra,Lerga
Lerín,Navarra,Lerín
Lesaka,Navarra,Lesaka
Lezaun,Navarra,Lezaun
Liédena,Navarra,Liédena
Lizoáin-Arriasgoiti,Navarra,Lizoáin-Arriasgoiti
Lodosa,Navarra,Lodosa
Lónguida/Longida,Navarra,Lónguida/Longida
Lumbier,Navarra,Lumbier
Luquin,Navarra,Luquin
Luzaide/Valcarlos,Navarra,Luzaide/Valcarlos
Mañeru,Navarra,Mañeru
Marañón,Navarra,Marañón
Marcilla,Navarra,Marcilla
Mélida,Navarra,Mélida
Mendavia,Navarra,Mendavia
Mendaza,Navarra,Mendaza
Mendigorria,Navarra,Mendigorria
Metauten,Navarra,Metauten
Milagro,Navarra,Milagro
Mirafuentes,Navarra,Mirafuentes
Miranda de Arga,Navarra,Miranda de Arga
Monreal/Elo,Navarra,Monreal/Elo
Monteagudo,Navarra,Monteagudo
Morentin,Navarra,Morentin
Mues,Navarra,Mues
Murchante,Navarra,Murchante
Murieta,Navarra,Murieta
Murillo el Cuende,Navarra,Murillo el Cuende
Murillo el Fruto,Navarra,Murillo el Fruto
Muruzábal,Navarra,Muruzábal
Navascués/Nabaskoze,Navarra,Navascués/Nabaskoze
Nazar,Navarra,Nazar
Noáin (Valle de Elorz)/Noain (Elortzibar),Navarra,Elortzibar Noáin (Valle de Elorz)/Noain
Obanos,Navarra,Obanos
Ochagavía/Otsagabia,Navarra,Ochagavía/Otsagabia
Oco,Navarra,Oco
Odieta,Navarra,Odieta
Oiz,Navarra,Oiz
Olaibar,Navarra,Olaibar
Olazti/Olazagutía,Navarra,Olazti/Olazagutía
Olejua,Navarra,Olejua
Olite/Erriberri,Navarra,Olite/Erriberri
Olóriz/Oloritz,Navarra,Olóriz/Oloritz
Orbaizeta,Navarra,Orbaizeta
Orbara,Navarra,Orbara
Orísoain,Navarra,Orísoain
Orkoien,Navarra,Orkoien
Oronz/Orontze,Navarra,Oronz/Orontze
Oroz-Betelu/Orotz-Betelu,Navarra,Oroz-Betelu/Orotz-Betelu
Orreaga/Roncesvalles,Navarra,Orreaga/Roncesvalles
Oteiza,Navarra,Oteiza
Pamplona/Iruña,Navarra,Pamplona/Iruña
Peralta/Azkoien,Navarra,Peralta/Azkoien
Petilla de Aragón,Navarra,Petilla de Aragón
Piedramillera,Navarra,Piedramillera
Pitillas,Navarra,Pitillas
Puente la Reina/Gares,Navarra,Puente la Reina/Gares
Pueyo,Navarra,Pueyo
Ribaforada,Navarra,Ribaforada
Romanzado,Navarra,Romanzado
Roncal/Erronkari,Navarra,Roncal/Erronkari
Sada,Navarra,Sada
Saldías,Navarra,Saldías
Salinas de Oro/Jaitz,Navarra,Salinas de Oro/Jaitz
San Adrián,Navarra,San Adrián
San Martín de Unx,Navarra,San Martín de Unx
Sangüesa/Zangoza,Navarra,Sangüesa/Zangoza
Sansol,Navarra,Sansol
Santacara,Navarra,Santacara
Sarriés/Sartze,Navarra,Sarriés/Sartze
Sartaguda,Navarra,Sartaguda
Sesma,Navarra,Sesma
Sorlada,Navarra,Sorlada
Sunbilla,Navarra,Sunbilla
Tafalla,Navarra,Tafalla
Tiebas-Muruarte de Reta,Navarra,Tiebas-Muruarte de Reta
Tirapu,Navarra,Tirapu
Torralba del Río,Navarra,Torralba del Río
Torres del Río,Navarra,Torres del Río
Tudela,Navarra,Tudela
Tulebras,Navarra,Tulebras
Ucar,Navarra,Ucar
Uharte Arakil,Navarra,Uharte Arakil
Ujué/Uxue,Navarra,Ujué/Uxue
Ultzama,Navarra,Ultzama
Unciti,Navarra,Unciti
Unzué/Untzue,Navarra,Unzué/Untzue
Urdazubi/Urdax,Navarra,Urdazubi/Urdax
Urdiain,Navarra,Urdiain
Urraul Alto,Navarra,Urraul Alto
Urraul Bajo,Navarra,Urraul Bajo
Urroz,Navarra,Urroz
Urroz-Villa,Navarra,Urroz-Villa
Urzainqui/Urzainki,Navarra,Urzainqui/Urzainki
Uterga,Navarra,Uterga
Uztárroz/Uztarroze,Navarra,Uztárroz/Uztarroze
Valle de Egüés/Eguesibar,Navarra,Valle de Egüés/Eguesibar
Valle de Ollo/Ollaran,Navarra,Valle de Ollo/Ollaran
Valle de Yerri/Deierri,Navarra,Valle de Yerri/Deierri
Valtierra,Navarra,Valtierra
Viana,Navarra,Viana
Vidángoz/Bidankoze,Navarra,Vidángoz/Bidankoze
Villafranca,Navarra,Villafranca
Villamayor de Monjardín,Navarra,Villamayor de Monjardín
Villatuerta,Navarra,Villatuerta
Villava/Atarrabia,Navarra,Villava/Atarrabia
Yesa,Navarra,Yesa
Zabalza/Zabaltza,Navarra,Zabalza/Zabaltza
Ziordia,Navarra,Ziordia
Zizur Mayor/Zizur Nagusia,Navarra,Zizur Mayor/Zizur Nagusia
Zubieta,Navarra,Zubieta
Zugarramurdi,Navarra,Zugarramurdi
Zúñiga,Navarra,Zúñiga
Allariz,Ourense,Allariz
Amoeiro,Ourense,Amoeiro
Arnoia (A),Ourense,A Arnoia
Avión,Ourense,Avión
Baltar,Ourense,Baltar
Bande,Ourense,Bande
Baños de Molgas,Ourense,Baños de Molgas
Barbadás,Ourense,Barbadás
Barco de Valdeorras (O),Ourense,O Barco de Valdeorras
Beade,Ourense,Beade
Beariz,Ourense,Beariz
Blancos (Os),Ourense,Os Blancos
Boborás,Ourense,Boborás
Bola (A),Ourense,A Bola
Bolo (O),Ourense,O Bolo
Calvos de Randín,Ourense,Calvos de Randín
Carballeda de Avia,Ourense,Carballeda de Avia
Carballeda de Valdeorras,Ourense,Carballeda de Valdeorras
Carballiño (O),Ourense,O Carballiño
Cartelle,Ourense,Cartelle
Castrelo de Miño,Ourense,Castrelo de Miño
Castrelo do Val,Ourense,Castrelo do Val
Castro Caldelas,Ourense,Castro Caldelas
Celanova,Ourense,Celanova
Cenlle,Ourense,Cenlle
Chandrexa de Queixa,Ourense,Chandrexa de Queixa
Coles,Ourense,Coles
Cortegada,Ourense,Cortegada
Cualedro,Ourense,Cualedro
Entrimo,Ourense,Entrimo
Esgos,Ourense,Esgos
Gomesende,Ourense,Gomesende
Gudiña (A),Ourense,A Gudiña
Irixo (O),Ourense,O Irixo
Larouco,Ourense,Larouco
Laza,Ourense,Laza
Leiro,Ourense,Leiro
Lobeira,Ourense,Lobeira
Lobios,Ourense,Lobios
Maceda,Ourense,Maceda
Manzaneda,Ourense,Manzaneda
Maside,Ourense,Maside
Melón,Ourense,Melón
Merca (A),Ourense,A Merca
Mezquita (A),Ourense,A Mezquita
Montederramo,Ourense,Montederramo
Monterrei,Ourense,Monterrei
Muíños,Ourense,Muíños
Nogueira de Ramuín,Ourense,Nogueira de Ramuín
Oímbra,Ourense,Oímbra
Ourense,Ourense,Ourense
Paderne de Allariz,Ourense,Paderne de Allariz
Padrenda,Ourense,Padrenda
Parada de Sil,Ourense,Parada de Sil
Pereiro de Aguiar (O),Ourense,O Pereiro de Aguiar
Peroxa (A),Ourense,A Peroxa
Petín,Ourense,Petín
Piñor,Ourense,Piñor
Pobra de Trives (A),Ourense,A Pobra de Trives
Pontedeva,Ourense,Pontedeva
Porqueira,Ourense,Porqueira
Punxín,Ourense,Punxín
Quintela de Leirado,Ourense,Quintela de Leirado
Rairiz de Veiga,Ourense,Rairiz de Veiga
Ramirás,Ourense,Ramirás
Ribadavia,Ourense,Ribadavia
Riós,Ourense,Riós
Rúa (A),Ourense,A Rúa
Rubiá,Ourense,Rubiá
San Amaro,Ourense,San Amaro
San Cibrao das Viñas,Ourense,San Cibrao das Viñas
San Cristovo de Cea,Ourense,San Cristovo de Cea
San Xoán de Río,Ourense,San Xoán de Río
Sandiás,Ourense,Sandiás
Sarreaus,Ourense,Sarreaus
Taboadela,Ourense,Taboadela
Teixeira (A),Ourense,A Teixeira
Toén,Ourense,Toén
Trasmiras,Ourense,Trasmiras
Veiga (A),Ourense,A Veiga
Verea,Ourense,Verea
Verín,Ourense,Verín
Viana do Bolo,Ourense,Viana do Bolo
Vilamarín,Ourense,Vilamarín
Vilamartín de Valdeorras,Ourense,Vilamartín de Valdeorras
Vilar de Barrio,Ourense,Vilar de Barrio
Vilar de Santos,Ourense,Vilar de Santos
Vilardevós,Ourense,Vilardevós
Vilariño de Conso,Ourense,Vilariño de Conso
Xinzo de Limia,Ourense,Xinzo de Limia
Xunqueira de Ambía,Ourense,Xunqueira de Ambía
Xunqueira de Espadanedo,Ourense,Xunqueira de Espadanedo
Allande,Asturias,Allande
Aller,Asturias,Aller
Amieva,Asturias,Amieva
Avilés,Asturias,Avilés
Belmonte de Miranda,Asturias,Belmonte de Miranda
Bimenes,Asturias,Bimenes
Boal,Asturias,Boal
Cabrales,Asturias,Cabrales
Cabranes,Asturias,Cabranes
Candamo,Asturias,Candamo
Cangas de Onís,Asturias,Cangas de Onís
Cangas del Narcea,Asturias,Cangas del Narcea
Caravia,Asturias,Caravia
Carreño,Asturias,Carreño
Caso,Asturias,Caso
Castrillón,Asturias,Castrillón
Castropol,Asturias,Castropol
Coaña,Asturias,Coaña
Colunga,Asturias,Colunga
Corvera de Asturias,Asturias,Corvera de Asturias
Cudillero,Asturias,Cudillero
Degaña,Asturias,Degaña
Franco (El),Asturias,El Franco
Gijón,Asturias,Gijón
Gozón,Asturias,Gozón
Grado,Asturias,Grado
Grandas de Salime,Asturias,Grandas de Salime
Ibias,Asturias,Ibias
Illano,Asturias,Illano
Illas,Asturias,Illas
Langreo,Asturias,Langreo
Laviana,Asturias,Laviana
Lena,Asturias,Lena
Llanera,Asturias,Llanera
Llanes,Asturias,Llanes
Mieres,Asturias,Mieres
Morcín,Asturias,Morcín
Muros de Nalón,Asturias,Muros de Nalón
Nava,Asturias,Nava
Navia,Asturias,Navia
Noreña,Asturias,Noreña
Onís,Asturias,Onís
Oviedo,Asturias,Oviedo
Parres,Asturias,Parres
Peñamellera Alta,Asturias,Peñamellera Alta
Peñamellera Baja,Asturias,Peñamellera Baja
Pesoz,Asturias,Pesoz
Piloña,Asturias,Piloña
Ponga,Asturias,Ponga
Pravia,Asturias,Pravia
Proaza,Asturias,Proaza
Quirós,Asturias,Quirós
Regueras (Las),Asturias,Las Regueras
Ribadedeva,Asturias,Ribadedeva
Ribadesella,Asturias,Ribadesella
Ribera de Arriba,Asturias,Ribera de Arriba
Riosa,Asturias,Riosa
Salas,Asturias,Salas
San Martín de Oscos,Asturias,San Martín de Oscos
San Martín del Rey Aurelio,Asturias,San Martín del Rey Aurelio
San Tirso de Abres,Asturias,San Tirso de Abres
Santa Eulalia de Oscos,Asturias,Santa Eulalia de Oscos
Santo Adriano,Asturias,Santo Adriano
Sariego,Asturias,Sariego
Siero,Asturias,Siero
Sobrescobio,Asturias,Sobrescobio
Somiedo,Asturias,Somiedo
Soto del Barco,Asturias,Soto del Barco
Tapia de Casariego,Asturias,Tapia de Casariego
Taramundi,Asturias,Taramundi
Teverga,Asturias,Teverga
Tineo,Asturias,Tineo
Valdés,Asturias,Valdés
Vegadeo,Asturias,Vegadeo
Villanueva de Oscos,Asturias,Villanueva de Oscos
Villaviciosa,Asturias,Villaviciosa
Villayón,Asturias,Villayón
Yernes y Tameza,Asturias,Yernes y Tameza
Abarca de Campos,Palencia,Abarca de Campos
Abia de las Torres,Palencia,Abia de las Torres
Aguilar de Campoo,Palencia,Aguilar de Campoo
Alar del Rey,Palencia,Alar del Rey
Alba de Cerrato,Palencia,Alba de Cerrato
Amayuelas de Arriba,Palencia,Amayuelas de Arriba
Ampudia,Palencia,Ampudia
Amusco,Palencia,Amusco
Antigüedad,Palencia,Antigüedad
Arconada,Palencia,Arconada
Astudillo,Palencia,Astudillo
Autilla del Pino,Palencia,Autilla del Pino
Autillo de Campos,Palencia,Autillo de Campos
Ayuela,Palencia,Ayuela
Baltanás,Palencia,Baltanás
Baquerín de Campos,Palencia,Baquerín de Campos
Bárcena de Campos,Palencia,Bárcena de Campos
Barruelo de Santullán,Palencia,Barruelo de Santullán
Báscones de Ojeda,Palencia,Báscones de Ojeda
Becerril de Campos,Palencia,Becerril de Campos
Belmonte de Campos,Palencia,Belmonte de Campos
Berzosilla,Palencia,Berzosilla
Boada de Campos,Palencia,Boada de Campos
Boadilla de Rioseco,Palencia,Boadilla de Rioseco
Boadilla del Camino,Palencia,Boadilla del Camino
Brañosera,Palencia,Brañosera
Buenavista de Valdavia,Palencia,Buenavista de Valdavia
Bustillo de la Vega,Palencia,Bustillo de la Vega
Bustillo del Páramo de Carrión,Palencia,Bustillo del Páramo de Carrión
Calahorra de Boedo,Palencia,Calahorra de Boedo
Calzada de los Molinos,Palencia,Calzada de los Molinos
Capillas,Palencia,Capillas
Cardeñosa de Volpejera,Palencia,Cardeñosa de Volpejera
Carrión de los Condes,Palencia,Carrión de los Condes
Castil de Vela,Palencia,Castil de Vela
Castrejón de la Peña,Palencia,Castrejón de la Peña
Castrillo de Don Juan,Palencia,Castrillo de Don Juan
Castrillo de Onielo,Palencia,Castrillo de Onielo
Castrillo de Villavega,Palencia,Castrillo de Villavega
Castromocho,Palencia,Castromocho
Cervatos de la Cueza,Palencia,Cervatos de la Cueza
Cervera de Pisuerga,Palencia,Cervera de Pisuerga
Cevico de la Torre,Palencia,Cevico de la Torre
Cevico Navero,Palencia,Cevico Navero
Cisneros,Palencia,Cisneros
Cobos de Cerrato,Palencia,Cobos de Cerrato
Collazos de Boedo,Palencia,Collazos de Boedo
Congosto de Valdavia,Palencia,Congosto de Valdavia
